Aktenzeichen	Akte	Zeichen
Aktienanlagefonds	Aktienanlage	Fonds
Aktienanteil	Aktie	n	Anteil
Aktienbeteiligung	Aktie	n	Beteiligung
Aktienfonds	Aktien	Fonds
Aktienindex	Aktie	n	Index
Aktienmarkt	Aktie	Markt
Aktienmehrheit	Aktie	n	Mehrheit
Aktienoption	Aktien	Option
Aktiensplit	Aktien	Split
Aktienstimmrecht	Aktie	n	Stimmrecht
Aktienvermögen	Aktie	n	Vermögen
Aktienzusammenlegung	Aktien	Zusammenlegung
Aktionsart	Aktion	s	Art
Aktionspotential	Aktion	s	Potential
Aktionstag	Aktion	s	Tag
Aktionärsstruktur	Aktionär	s	Struktur
Aktivierer	aktivieren	er
Aktivierung	aktivieren	ung
Aktivierungs- und Vermittlungsgutschein	Aktivierungsgutschein	und	Vermittlungsgutschein
Aktivierungsenergie	Aktivierung	s	Energie
Aktivierungsgutschein	Aktivierung	s	Gutschein
Aktivistin	Aktivist	in
Aktivität	aktiv	ität
Aktivkohle	aktiv	Kohle
Aktivposten	aktiv	Posten
Aktualität	aktuell	ität
Akzentuierung	akzentuieren	ung
Alarmanlage	Alarm	Anlage
Alarmglocke	Alarm	Glocke
Alarmglöckchen	Alarmglocke	chen
Alarmismus	Alarm	ismus
Alarmsignal	Alarm	Signal
Alarmstufe	Alarm	Stufe
Alarmzustand	Alarm	Zustand
Alaska-Seelachs	Alaska	Seelachs
Alaunstein	Alaun	Stein
Albaner	Albanien	er
Albanerin	Albaner	in
Albanese	Albanien	ese
Albanologie	Albano	logie
Albanophilie	Albano	philie
Albanophobie	Albano	phobie
Albdruck	Alb	Druck
Albertaner	Alberta	n	er
Albrunpass	Albrun	Pass
Albtraum	Alb	Traum
Albulapass	Albula	Pass
Aldehydgruppe	Aldehyd	Gruppe
Aleppinerin	Aleppiner	in
Alexandrinerin	Alexandriner	in
Algerierin	Algerier	in
Algologie	Alge	ologie
Alibifrau	Alibi	Frau
Alkalihydroxid	Alkali	Hydroxid
Alkalilauge	Alkali	Lauge
Alkalimetall	Alkali	Metall
Alkalimetallsalz	Alkalimetall	Salz
Alkan	alk	an
Alken	alk	en
Alkin	alk	in
Alkoholabhängigkeit	Alkohol	Abhängigkeit
Alkoholgehalt	Alkohol	Gehalt
Alkoholkonsum	Alkohol	Konsum
Alkoholkrankheit	Alkohol	Krankheit
Alkoholmissbrauch	Alkohol	Missbrauch
Alkoholspiegel	Alkohol	Spiegel
Alkoholsucht	Alkohol	Sucht
Alkoholsüchtiger	alkoholsüchtig	er
Alkoholtest	Alkohol	Test
Alkoholvergiftung	Alkohol	Vergiftung
Alkoxygruppe	Alkoxy	Gruppe
Alkylbromid	Alkyl	Bromid
Alkylgruppe	Alkyl	Gruppe
Alleineigentum	allein	Eigentum
Alleinherrschaft	allein	Herrschaft
Alleinherrscher	allein	Herrscher
Alleinschuld	allein	Schuld
Alleinstellungsmerkmal	Alleinstellung	s	Merkmal
Alleinvertretungsanspruch	allein	Vertretung	s	Anspruch
Allergiker	Allergie	iker
Allerweltshure	Allerwelts	Hure
Allerwertester	aller	wertester
Allesmitmacher	alles mitmachen	er
Allgegenwärtigkeit	allgegenwärtig	keit
Allgemeinbefinden	allgemein	Befinden
Allgemeinbildung	allgemein	Bildung
Allgemeinheit	allgemein	heit
Allgemeinsprache	allgemein	Sprache
Allgemeinzustand	allgemein	Zustand
Allgäuerin	Allgäuer	in
Allheilmittel	all	heilen	Mittel
Allheit	all	heit
Allmächtigkeit	allmächtig	keit
Allquantor	all	Quantor
Allradantrieb	alle	Räder	Antrieb
Allseitigkeit	allseitig	keit
Allsympathie	all	Sympathie
Alltag	All	Tag
Alltagsmaske	Alltag	s	Maske
Alltagsrassismus	Alltag	s	Rassismus
Allwetterreifen	all	Wetter	Reifen
Almhütte	Alm	Hütte
Alpdruck	Alp	Druck
Alpenbraunelle	Alpen	Braunelle
Alpenhauptkamm	Alpen	Hauptkamm
Alpenkrähe	Alpen	Krähe
Alpenpass	Alpen	Pass
Alpenrhein	Alpen	Rhein
Alpenscharte	Alpen	Scharte
Alpenschneehuhn	Alpen	Schneehuhn
Alpenstrandläufer	Alpen	Strandläufer
Alpental	Alpen	Tal
Alpenveilchen	Alpen	Veilchen
Alpenverein	Alpen	Verein
Alphabetisierung	alphabetisieren	ung
Alphastrahl	Alpha	Strahl
Alphateilchen	Alpha	Teilchen
Alphorn	Alp	Horn
Alsdorfer	Alsdorf	er
Alslebener	Alsleben	er
Alslebenerin	Alslebener	in
Alsterwasser	Alster	Wasser
Altaraufsatz	Altar	Aufsatz
Altarbild	Altar	Bild
Altarm	alt	Arm
Altarmenisch	alt	Armenisch
Altbayern	alt	Bayern
Altdorfer	Altdorf	er
Alteisen	alt	Eisen
Altenburger	Altenburg	er
Altenfeldener	Altenfelden	er
Altenfeldenerin	Altenfeldener	in
Altenglisch	alt	Englisch
Altenheim	Alte	Heim
Altenkirchener	Altenkirchen	er
Altenkirchenerin	Altenkirchener	in
Altenkircheners	Altenkirchen	er
Alternativhypothese	alternativ	Hypothese
Alternativmedizin	alternativ	Medizin
Altersbeschränkung	Alter	s	Beschränkung
Altersbestimmung	Alter	s	Bestimmung
Altersdemenz	Alter	s	Demenz
Altersdiskriminierung	Alter	s	Diskriminierung
Alterserscheinung	Alter	s	Erscheinung
Altersgrenze	Alter	s	Grenze
Altersgruppe	Alter	s	Gruppe
Altersheim	Alter	s	Heim
Altersmilde	Alter	s	Milde
Alterspräsident	Alter	s	Präsident
Alterspräsidentin	Alterspräsident	in
Alterszahnheilkunde	Alter	s	Zahn	Heilkunde
Altertum	Alter	tum
Altertumskunde	Altertum	s	kunde
Altertumswissenschaft	Altertum	s	Wissenschaft
Altertümelei	altertümeln	ei
Altertümler	altertümeln	er
Alterung	altern	ung
Alterungsfaktor	Alterung	s	Faktor
Altfranzösisch	alt	Französisch
Altfriesisch	alt	Friesisch
Altgeorgisch	alt	Georgisch
Altglas	alt	Glas
Altgriechisch	alt	Griechisch
Altheimerin	Altheimer	in
Althochdeutsch	alt	Hochdeutsch
Altholz	alt	Holz
Altirisch	alt	Irisch
Altisländisch	alt	Isländisch
Altjapanisch	alt	Japanisch
Altkatalanisch	alt	Katalanisch
Altkoreanisch	alt	Koreanisch
Altkunststoff	alt	Kunststoff
Altlast	alt	Last
Altlatein	alt	Latein
Altlateinisch	alt	Lateinisch
Altleininger	Altleiningen	er
Altleiningerin	Altleininger	in
Altmaterial	alt	Material
Altneubau	alt	Neubau
Altniederdeutsch	alt	Niederdeutsch
Altniederfränkisch	alt	Niederfränkisch
Altniederländisch	alt	Niederländisch
Altnorwegisch	alt	Norwegisch
Altostslawisch	alt	Ostslawisch
Altpapier	alt	Papier
Altpartei	alt	Partei
Altpersisch	alt	Persisch
Altportugiesisch	alt	Portugiesisch
Altposaune	Alt	Posaune
Altpreußisch	alt	Preußisch
Altreich	alt	Reich
Altrussisch	alt	Russisch
Altschlüssel	Alt	Schlüssel
Altschwedisch	alt	Schwedisch
Altspanisch	alt	Spanisch
Altstadt	alt	Stadt
Altstimme	Alt	Stimme
Altstoff	alt	Stoff
Altsächsisch	alt	Sächsisch
Altwarenhandel	Altware	n	Handel
Altwarenhändler	Altware	n	Händler
Altwasser	alt	Wasser
Altweibermühle	alt	Weib	er	Mühle
Altweltpapagei	Alte Welt	Papagei
Alublech	Alu	Blech
Alufolie	Alu	Folie
Aluminiumblech	Aluminium	Blech
Aluminiumbromid	Aluminium	Bromid
Aluminiumchlorid	Aluminium	Chlorid
Aluminiumdruckguss	Aluminium	Druckguss
Aluminiumfamilie	Aluminium	Familie
Aluminiumfolie	Aluminium	Folie
Aluminiumgeschirr	Aluminium	Geschirr
Aluminiumgusslegierung	Aluminium	Gusslegierung
Aluminiumherstellung	Aluminium	Herstellung
Aluminiumhydroxid	Aluminium	Hydroxid
Aluminiumindustrie	Aluminium	Industrie
Aluminiumlegierung	Aluminium	Legierung
Aluminiumleichtbau	Aluminium	Leichtbau
Aluminiummetaphosphat	Aluminium	Metaphosphat
Aluminiumnitrid	Aluminium	Nitrid
Aluminiumorthophosphat	Aluminium	Orthophosphat
Aluminiumoxid	Aluminium	Oxid
Aluminiumoxynitrid	Aluminium	Oxynitrid
Aluminiumphosphat	Aluminium	Phosphat
Aluminiumpolyphosphat	Aluminium	Polyphosphat
Aluminiumsalz	Aluminium	Salz
Aluminiumsilikat	Aluminium	Silikat
Aluminiumsulfat	Aluminium	Sulfat
Aluminiumsulfid	Aluminium	Sulfid
Aluminiumtrichlorid	Aluminium	Trichlorid
Aluminiumverhüttung	Aluminium	Verhüttung
Alzeyerin	Alzeyer	in
Alzheimer-Krankheit	Alzheimer	Krankheit
Amalgamfüllung	Amalgam	Füllung
Amateurboxer	Amateur	Boxer
Amateurfunk	Amateur	Funk
Amateurkünstler	Amateur	Künstler
Amateurkünstlerin	Amateurkünstler	in
Amateurmusiker	Amateur	Musiker
Amateurmusikerin	Amateurmusiker	in
Amateursportler	Amateur	Sportler
Ambergerin	Amberger	in
Ameisenbeutler	Ameisen	Beutler
Ameisenbär	Ameise	n	Bär
Ameisenficker	Ameisen	Ficker
Ameisenhaufen	Ameise	n	Haufen
Ameisenhügel	Ameise	n	Hügel
Ameisenigel	Ameise	n	Igel
Ameisenjungfer	Ameise	n	Jungfer
Ameisenjäger	Ameise	n	Jäger
Ameisenkönigin	Ameise	n	Königin
Ameisenlöwe	Ameise	n	Löwe
Ameisenstaat	Ameise	n	Staat
Ameisensäure	Ameise	n	Säure
Ameisenwürger	Ameise	n	Würger
Amelinghausenerin	Amelinghausener	in
Amerikafeindlichkeit	Amerika	Feindlichkeit
Amerikaner	Amerika	er
Amethysttäubling	Amethyst	Täubling
Aminogruppe	amino	Gruppe
Aminosäure	Amino	Säure
Ammenmärchen	Amme	n	Märchen
Ammensprache	Amme	n	Sprache
Ammoniaklösung	Ammoniak	Lösung
Ammoniaksynthese	Ammoniak	Synthese
Ammoniakwasser	Ammoniak	Wasser
Ammoniumcarbonat	Ammonium	Carbonat
Ammoniumchlorid	Ammonium	Chlorid
Ammoniumdichromat	Ammonium	Dichromat
Ammoniummolybdat	Ammonium	Molybdat
Ammoniummolybdophosphat	Ammonium	Molybdophosphat
Ammoniumnitrat	Ammonium	Nitrat
Ammoniumnitrit	Ammonium	Nitrit
Ammoniumpolyvanadat	Ammonium	Polyvanadat
Ammoniumsalz	Ammonium	Salz
Ammoniumsulfat	Ammonium	Sulfat
Ammoniumverbindung	Ammonium	Verbindung
Amoklauf	Amok	Lauf
Ampelfrau	Ampel	Frau
Ampelkoalition	Ampel	Koalition
Ampelmann	Ampel	Mann
Ampelmännchen	Ampel	Männchen
Amperewindung	Ampere	Windung
Amphibienfahrzeug	Amphibien	Fahrzeug
Amputiertenfußball	Amputierter	en	Fußball
Amsterdamerin	Amsterdamer	in
Amtmann	Amt	Mann
Amtsbezeichnung	Amt	s	Bezeichnung
Amtsdauergrenze	Amtsdauer	Grenze
Amtsdeutsch	Amt	s	Deutsch
Amtseid	Amt	s	Eid
Amtsenthebungsverfahren	Amtsenthebung	s	Verfahren
Amtsgericht	Amt	s	Gericht
Amtsinhaberin	Amtsinhaber	in
Amtskollegin	Amtskollege	in
Amtsniederlegung	Amt	s	Niederlegung
Amtssprache	Amt	s	Sprache
Amtsstube	Amt	s	Stube
Amtstitel	Amt	s	Titel
